13 136 4

0 73
1 68
2 71
3 70
4 60
5 56
6 57
7 58
8 47

10 40
11 41
12 42
13 43


0 0 0 79 1
0 0 0 83 1
0 0 1 67 1
0 0 1 71 1
0 0 2 67 1
0 0 2 71 1
0 0 3 55 1
0 0 4 55 1
0 0 4 62 1
1 0 0 79 0
1 0 0 83 0
1 0 1 67 0
1 0 1 71 0
1 0 2 67 0
1 0 2 71 0
1 0 3 55 0
1 0 4 55 0
1 0 4 62 0

1 0 0 79 1
1 0 0 83 1
1 0 1 67 1
1 0 1 71 1
1 0 2 67 1
1 0 2 71 1
1 0 3 55 1
1 0 4 55 1
1 0 4 62 1
2 0 0 79 0
2 0 0 83 0
2 0 1 67 0
2 0 1 71 0
2 0 2 67 0
2 0 2 71 0
2 0 3 55 0
2 0 4 55 0
2 0 4 62 0

2 0 0 81 1
2 0 0 84 1
2 0 1 69 1
2 0 1 72 1
2 0 2 69 1
2 0 2 72 1
2 0 3 55 1
2 0 4 55 1
2 0 4 60 1
3 0 0 81 0
3 0 0 84 0
3 0 1 69 0
3 0 1 72 0
3 0 2 69 0
3 0 2 72 0
3 0 3 55 0
3 0 4 55 0
3 0 4 60 0

3 0 0 79 1
3 0 0 86 1
3 0 1 67 1
3 0 1 74 1
3 0 2 67 1
3 0 2 74 1
3 0 3 55 1
3 0 4 55 1
3 0 4 59 1
4 0 0 79 0
4 0 0 86 0
4 0 1 67 0
4 0 1 74 0
4 0 2 67 0
4 0 2 74 0
4 0 3 55 0
4 0 4 55 0
4 0 4 59 0



4 0 0 79 1
4 0 0 86 1
4 0 1 67 1
4 0 1 74 1
4 0 2 67 1
4 0 2 74 1
4 0 3 52 1
4 0 4 52 1
4 0 4 64 1
5 0 0 86 0
5 0 0 84 1
5 0 1 74 0
5 0 1 72 1
5 0 2 74 0
5 0 2 72 1

5 2 0 79 0
5 2 0 81 1
5 2 1 67 0
5 2 1 69 1
5 2 2 67 0
5 2 2 69 1
5 2 3 52 0
5 2 4 52 0
5 2 4 64 0
5 2 3 54 1
5 2 4 54 1
5 2 4 62 1
6 0 0 81 0
6 0 0 84 0
6 0 1 69 0
6 0 1 72 0
6 0 2 69 0
6 0 2 72 0
6 0 3 54 0
6 0 4 54 0
6 0 4 62 0

6 0 0 79 1
6 0 0 83 1
6 0 1 67 1
6 0 1 71 1
6 0 2 67 1
6 0 2 71 1
6 0 3 55 1
6 0 4 55 1
6 0 4 62 1
7 0 0 79 0
7 0 0 83 0
